ASV	G1_1_1_Notothylas_JNP1	G1_1_2_Notothylas_JNP1	G1_1_3_Notothylas_JNP2	G1_1_4_Notothylas_JNP2	G1_1_5_soil_JNP1	G1_1_6_soil_JNP1	G1_1_7_soil_JNP2	G1_1_8_soil_JNP2	G1_2_1_Notothylas_JNP1	G1_2_2_Notothylas_JNP1	G1_2_3_Notothylas_JNP2	G1_2_4_Notothylas_JNP2	G1_2_5_soil_JNP1	G1_2_6_soil_JNP1	G1_2_7_soil_JNP2	G1_2_8_soil_JNP2	G2_1_1_Notothylas_JNP1	G2_1_2_Notothylas_JNP1	G2_1_3_Notothylas_JNP2	G2_1_4_Notothylas_JNP3	G2_1_5_soil_JNP1	G2_1_6_soil_JNP1	G2_1_7_soil_JNP2	G2_1_8_soil_JNP3	G2_2_1_Notothylas_JNP1	G2_2_2_Notothylas_JNP1	G2_2_3_Notothylas_JNP2	G2_2_4_Notothylas_JNP3	G2_2_5_soil_JNP1	G2_2_6_soil_JNP1	G2_2_7_soil_JNP2	G2_2_8_soil_JNP3	G3_1_1_Notothylas_JNP1	G3_1_2_Notothylas_JNP1	G3_1_3_Notothylas_JNP2	G3_1_4_Notothylas_JNP3	G3_1_5_soil_JNP1	G3_1_6_soil_JNP2	G3_1_7_soil_JNP2	G3_1_8_soil_JNP3	G3_2_1_Notothylas_JNP1	G3_2_2_Notothylas_JNP2	G3_2_3_Notothylas_JNP2	G3_2_4_Notothylas_JNP3	G3_2_5_soil_JNP1	G3_2_6_soil_JNP2	G3_2_7_soil_JNP2	G3_2_8_soil_JNP3	G4_1_1_Notothylas_JNP1	G4_1_2_Notothylas_JNP2	G4_1_3_Notothylas_JNP2	G4_1_4_Notothylas_JNP3	G4_1_5_soil_JNP1	G4_1_6_soil_JNP2	G4_1_7_soil_JNP2	G4_1_8_soil_JNP3	P1_1_1_Phaeoceros_JNP1	P1_1_10_Notothylas_JNP1	P1_1_11_Notothylas_JNP2	P1_1_12_Notothylas_JNP3	P1_1_13_soil_JNP1	P1_1_14_soil_JNP1	P1_1_15_soil_JNP2	P1_1_16_soil_JNP3	P1_1_2_Phaeoceros_JNP1	P1_1_3_Phaeoceros_JNP2	P1_1_4_Phaeoceros_JNP2	P1_1_5_Anthoceros_JNP1	P1_1_6_Anthoceros_JNP1	P1_1_7_Anthoceros_JNP2	P1_1_8_Anthoceros_JNP3	P1_1_9_Notothylas_JNP1	P1_2_1_Phaeoceros_JNP1	P1_2_10_Notothylas_JNP1	P1_2_11_Notothylas_JNP2	P1_2_12_Notothylas_JNP3	P1_2_13_soil_JNP1	P1_2_14_soil_JNP1	P1_2_15_soil_JNP2	P1_2_16_soil_JNP3	P1_2_2_Phaeoceros_JNP1	P1_2_3_Phaeoceros_JNP2	P1_2_4_Phaeoceros_JNP3	P1_2_5_Anthoceros_JNP1	P1_2_6_Anthoceros_JNP1	P1_2_7_Anthoceros_JNP2	P1_2_8_Anthoceros_JNP3	P1_2_9_Notothylas_JNP1	P1_3_1_Phaeoceros_JNP1	P1_3_10_Notothylas_JNP1	P1_3_11_Notothylas_JNP2	P1_3_12_Notothylas_JNP3	P1_3_13_soil_JNP1	P1_3_14_soil_JNP1	P1_3_15_soil_JNP2	P1_3_16_soil_JNP3	P1_3_2_Phaeoceros_JNP1	P1_3_3_Phaeoceros_JNP2	P1_3_4_Phaeoceros_JNP3	P1_3_5_Anthoceros_JNP1	P1_3_6_Anthoceros_JNP1	P1_3_7_Anthoceros_JNP2	P1_3_8_Anthoceros_JNP3	P1_3_9_Notothylas_JNP1	P2_1_1_Phaeoceros_JNP1	P2_1_10_Notothylas_JNP1	P2_1_11_Notothylas_JNP2	P2_1_12_Notothylas_JNP3	P2_1_13_soil_JNP1	P2_1_14_soil_JNP1	P2_1_15_soil_JNP2	P2_1_16_soil_JNP3	P2_1_2_Phaeoceros_JNP1	P2_1_3_Phaeoceros_JNP2	P2_1_4_Phaeoceros_JNP3	P2_1_5_Anthoceros_JNP1	P2_1_6_Anthoceros_JNP1	P2_1_7_Anthoceros_JNP2	P2_1_8_Anthoceros_JNP3	P2_1_9_Notothylas_JNP1	P2_2_1_Phaeoceros_JNP1	P2_2_10_Notothylas_JNP1	P2_2_11_Notothylas_JNP2	P2_2_12_Notothylas_JNP3	P2_2_13_soil_JNP1	P2_2_14_soil_JNP1	P2_2_15_soil_JNP2	P2_2_16_soil_JNP3	P2_2_2_Phaeoceros_JNP1	P2_2_3_Phaeoceros_JNP2	P2_2_4_Phaeoceros_JNP3	P2_2_5_Anthoceros_JNP1	P2_2_6_Anthoceros_JNP1	P2_2_7_Anthoceros_JNP2	P2_2_8_Anthoceros_JNP3	P2_2_9_Notothylas_JNP1	P2_3_1_Phaeoceros_JNP1	P2_3_10_Notothylas_JNP1	P2_3_11_Notothylas_JNP2	P2_3_12_Notothylas_JNP3	P2_3_13_soil_JNP1	P2_3_14_soil_JNP1	P2_3_15_soil_JNP2	P2_3_16_soil_JNP3	P2_3_2_Phaeoceros_JNP1	P2_3_3_Phaeoceros_JNP2	P2_3_4_Phaeoceros_JNP3	P2_3_5_Anthoceros_JNP1	P2_3_6_Anthoceros_JNP1	P2_3_7_Anthoceros_JNP2	P2_3_8_Anthoceros_JNP3	P2_3_9_Notothylas_JNP1	P3_1_1_Phaeoceros_JNP1	P3_1_10_Notothylas_JNP2	P3_1_11_Notothylas_JNP2	P3_1_12_Notothylas_JNP3	P3_1_13_soil_JNP1	P3_1_14_soil_JNP2	P3_1_15_soil_JNP2	P3_1_16_soil_JNP3	P3_1_2_Phaeoceros_JNP2	P3_1_3_Phaeoceros_JNP2	P3_1_4_Phaeoceros_JNP3	P3_1_5_Anthoceros_JNP1	P3_1_6_Anthoceros_JNP2	P3_1_7_Anthoceros_JNP2	P3_1_8_Anthoceros_JNP3	P3_1_9_Notothylas_JNP1	P3_2_1_Phaeoceros_JNP1	P3_2_10_Notothylas_JNP2	P3_2_11_Notothylas_JNP2	P3_2_12_Notothylas_JNP3	P3_2_13_soil_JNP1	P3_2_14_soil_JNP2	P3_2_15_soil_JNP2	P3_2_16_soil_JNP3	P3_2_2_Phaeoceros_JNP2	P3_2_3_Phaeoceros_JNP2	P3_2_4_Phaeoceros_JNP3	P3_2_5_Anthoceros_JNP1	P3_2_6_Anthoceros_JNP2	P3_2_7_Anthoceros_JNP2	P3_2_8_Anthoceros_JNP3	P3_2_9_Notothylas_JNP1	P3_3_1_Phaeoceros_JNP1	P3_3_10_Notothylas_JNP2	P3_3_11_Notothylas_JNP2	P3_3_12_Notothylas_JNP3	P3_3_13_soil_JNP1	P3_3_14_soil_JNP2	P3_3_15_soil_JNP2	P3_3_16_soil_JNP3	P3_3_2_Phaeoceros_JNP2	P3_3_3_Phaeoceros_JNP2	P3_3_4_Phaeoceros_JNP3	P3_3_5_Anthoceros_JNP1	P3_3_6_Anthoceros_JNP2	P3_3_7_Anthoceros_JNP2	P3_3_8_Anthoceros_JNP3	P3_3_9_Notothylas_JNP1	P4_1_1_Phaeoceros_JNP1	P4_1_13_soil_JNP1	P4_1_14_soil_JNP2	P4_1_15_soil_JNP2	P4_1_16_soil_JNP3	P4_1_2_Phaeoceros_JNP2	P4_1_3_Phaeoceros_JNP2	P4_1_4_Phaeoceros_JNP3	P4_1_5_Anthoceros_JNP1	P4_1_6_Anthoceros_JNP2	P4_1_7_Anthoceros_JNP2	P4_1_8_Anthoceros_JNP3	P4_2_1_Phaeoceros_JNP1	P4_2_10_Notothylas_JNP2	P4_2_11_Notothylas_JNP2	P4_2_12_Notothylas_JNP3	P4_2_13_soil_JNP1	P4_2_14_soil_JNP2	P4_2_15_soil_JNP2	P4_2_16_soil_JNP3	P4_2_2_Phaeoceros_JNP2	P4_2_3_Phaeoceros_JNP2	P4_2_4_Phaeoceros_JNP3	P4_2_5_Anthoceros_JNP1	P4_2_6_Anthoceros_JNP2	P4_2_7_Anthoceros_JNP2	P4_2_8_Anthoceros_JNP3	P4_2_9_Notothylas_JNP1	P4_3_1_Phaeoceros_JNP1	P4_3_10_Notothylas_JNP2	P4_3_11_Notothylas_JNP2	P4_3_12_Notothylas_JNP3	P4_3_13_soil_JNP1	P4_3_14_soil_JNP2	P4_3_15_soil_JNP2	P4_3_16_soil_JNP3	P4_3_2_Phaeoceros_JNP2	P4_3_3_Phaeoceros_JNP2	P4_3_4_Phaeoceros_JNP3	P4_3_5_Anthoceros_JNP1	P4_3_6_Anthoceros_JNP2	P4_3_7_Anthoceros_JNP2	P4_3_8_Anthoceros_JNP3	P4_3_9_Notothylas_JNP1
ASV11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	46	9	48	0	48	0	0	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	52	777	1366	7	134	113	215	141	217	0	9	9	1652	356	200	307	0	0	0	0	0	194	45	26	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	1102	96	213	95	24	12	5	0	0	11	0	1349	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	12	110	69	46	24	446	178	15	20	43	0	34	24	0	0	12	7	0	76	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	78	121	7	96	213	159	109	0	23	0	0	0	0	0	0
ASV14	184	0	0	361	5	0	5	146	0	0	0	0	16	25	24	13	0	0	18	0	0	5	46	42	0	3720	2148	0	0	50	30	0	43	0	918	1505	50	0	63	0	0	0	0	0	0	0	0	16	13	0	97	183	4	138	24	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV16	18	276	183	41	0	22	30	0	0	0	0	0	0	0	24	0	0	0	0	0	9	29	37	4	0	0	0	0	47	48	0	0	102	507	12	81	130	21	220	0	0	24	0	0	0	0	30	0	344	0	60	1521	0	7	0	47	0	184	0	0	505	61	38	0	0	0	0	0	0	0	0	17	0	12	0	0	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	7	25	16	0	0	0	0	0	0	0	0	0	66	0	28	0	0	240	14	19	881	0	0	0	0	0	0	0	0	0	0	0	9	0	12	0	0	251	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	111	0	0	303	0	0	13	56	1263	860	0	0	0	83	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	5	5	0	37	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	35	0	0	0	0	0	0	0	0	0
ASV18	0	0	155	256	41	22	158	651	0	0	0	0	0	0	0	0	0	944	14	0	0	930	203	438	0	0	0	0	344	0	0	0	0	0	128	0	559	384	117	191	21	0	0	0	0	0	0	0	71	16	928	0	391	896	348	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV19	0	38	0	0	1152	74	522	88	0	0	0	0	0	0	0	0	0	8	0	0	399	380	2176	293	0	0	0	0	0	0	0	0	238	7	0	0	43	562	186	330	0	0	0	0	0	0	0	0	23	0	22	9	106	180	223	896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	374	298	0	75	181	569	39	505	0	0	27	189	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	32	164	215	82	0	162	279	0	0	0	0	99	34	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	346	76	74	295	449	0	36	214	58	0	97	35	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	127	129	369	255	0	0	0	96	0	0	8	89	0	121
ASV23	0	75	0	0	235	0	133	260	0	0	0	426	131	0	0	86	0	426	0	0	0	0	108	0	0	0	0	0	0	54	133	0	2654	0	0	48	125	540	271	0	0	0	0	0	70	0	65	0	103	0	608	0	0	48	127	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV24	6	129	82	6	0	7	9	0	0	0	0	0	0	0	0	0	55	505	311	65	15	0	25	15	0	0	0	0	0	0	0	0	62	27	0	0	49	0	0	27	0	0	0	0	0	0	0	0	28	752	4	40	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	14	9	19	54	37	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	41	0	0	0	54	9	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	53	0	0	21	26	0	13	0	0	0	8	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	6	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	541	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2306	13	0	0	20	0	0	0	84	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	420	0	75	0	0	637	1284	0	0	0
ASV26	0	0	0	0	0	0	0	0	0	0	57	0	242	77	503	465	0	0	0	0	0	0	0	0	0	0	0	0	537	495	395	138	0	0	0	0	0	0	0	0	0	180	0	57	634	572	301	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV29	0	27	14	117	36	0	810	189	54	0	7	0	111	75	251	94	59	255	0	106	265	44	21	25	0	0	0	0	121	323	157	60	0	77	0	22	132	42	45	448	0	0	0	7	58	74	125	222	0	0	0	46	25	94	45	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	4595	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	97	20	0	45	0	0	0	127	0	0	527	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	33	0	0	31	0	0	0	28	0	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	61	4	92	0	85	4	47	44	213	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	501	25	24	36	0	48	900	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	54	0	264	0	40	30	0	0	0	0	55	23	30	45	20	13	0	11	0	0	32	0	6	0	0	0	0	0	34	146	30	7	19	109	59	36	96	0	98	24	24	25	0	27	0	0	31	0	222	150	88	0	0	38	59	0	0	0	0	0	0	0	0	114	38	41	15	0	13	0	0	0	40	36	0	0	0	6	56	11	41	16	28	4	14	13	0	0	0	0	0	20	0	0	0	0	40	0	43	0	52	111	0	0	111	0	0	0	0	0	0	0	0	17	32	20	0	14	0	0	0	0	0	0	6	51	0	0	36	13	0	24	30	28	11	0	37	88	28	7	0	20	9	0	0	9	40	0	0	14	0	0	0	0	19	0	0	66	0	11	12	0	16	0	0	0	0	30	0	78	46	18	109	50	12	38	12	7	12	0	0	9	0	75
ASV36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	78	23	0	0	0	0	0	6	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	46	0	0	0	0	0	0	9	0	14	14	39	0	0	0	0	14	234	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	229	15	0	126	0	0	0	0	0	15	0	0	0	0	0	48	0	0	0	12	0	0	0	5	62	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	10	0	6	0	0	0	0	0	47	0	13	477	0	0	0	0	22	0	0	12	0	0	0	26	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1211	0	502	0	0	0	0	0	20	16	0	0	0	0	0
ASV38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	26	109	15	63	83	190	0	57	7	30	93	105	0	7	46	108	18	140	75	27	45	54	0	21	12	0	0	9	0	90	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	118	25	31	38	0	79	4	0	0	0	10	0	420	0	61	0	56	0	48	19	70	10	16	18	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	28	23	0	40	54	0	0	0	0	20	0	37	0	0	37	20	0	7	22	118	58	0	17	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	13	0	0	6	17	0	0	6	0	0	29	0	0	22	13	52	21	80	0	13	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	52	0	0	48	159	143	0	68	0	6	0	26	0	40	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	227	13	11	16	308	81	0	115	240	33	5	0	25	67	344	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	15	0	247	81	10	55	155	0	20	47	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	344	0	0	149	47	0	0	14	0	0	0	0	0	0	0
